-0.128845,0,0.991668,0,0,1,0,0,-0.991668,0,-0.128845,0,3,0,20,1|
-0.128845,0,0.991668,0,0,1,0,0,-0.991668,0,-0.128845,0,3.51021,0,16.0731,1|
-0.999772,0,0.0215909,0,0,1,0,0,-0.0215909,0,-0.999772,0,3.51087,0,16.0612,1|
-0.999772,0,0.0215909,0,0,1,0,0,-0.0215909,0,-0.999772,0,5.33044,0,16.0219,1|
-0.999772,0,0.0215909,0,0,1,0,0,-0.0215909,0,-0.999772,0,7.24998,0,15.9805,1|
-0.999772,0,0.0215909,0,0,1,0,0,-0.0215909,0,-0.999772,0,9.00959,0,15.9425,1|
-0.999772,0,0.0215909,0,0,1,0,0,-0.0215909,0,-0.999772,0,10.9692,0,15.9002,1|
-0.999772,0,0.0215909,0,0,1,0,0,-0.0215909,0,-0.999772,0,12.8088,0,15.8604,1|
-0.999772,0,0.0215909,0,0,1,0,0,-0.0215909,0,-0.999772,0,14.9483,0,15.8142,1|
-0.999772,0,0.0215909,0,0,1,0,0,-0.0215909,0,-0.999772,0,17.5477,0,15.758,1|
-0.999772,0,0.0215909,0,0,1,0,0,-0.0215909,0,-0.999772,0,19.5072,0,15.7157,1|
0.0307914,0,0.999533,0,0,1,0,0,-0.999533,0,0.0307914,0,19.5072,0,15.7157,1|
0.0307914,0,0.999533,0,0,1,0,0,-0.999533,0,0.0307914,0,19.1622,0,4.52087,1|
0.0307914,0,0.999533,0,0,1,0,0,-0.999533,0,0.0307914,0,19.0938,0,2.30191,1|
0.0307914,0,0.999533,0,0,1,0,0,-0.999533,0,0.0307914,0,19.0309,0,0.262858,1|
-0.999144,0,0.0415809,0,0,1,0,0,-0.0415809,0,-0.999144,0,19.0309,0,0.262858,1|
-0.999144,0,0.0415809,0,0,1,0,0,-0.0415809,0,-0.999144,0,21.329,0,0.167222,1|
0.0276082,0,-0.99963,0,0,1,0,0,0.99963,0,0.0276082,0,21.329,0,0.167222,1|
-1.00001,0,-0.0034076,0,0,1,0,0,0.0034076,0,-1.00001,0,20.95,0,0.311427,1|
-0.0273871,0,-0.99966,0,0,1,0,0,0.99966,0,-0.0273871,0,22.6858,0,0.533314,1|
